Año;Códgo SIES;Matrícula Primer Año;Matrícula primer año hombres;Matrícula primer año mujeres;Retención;Vacantes (1);Matrícula Total Cohorte Año Anterior
2019;I260S22C127J1V1;49.0;1.0;48.0;0.775510204;50.0;38.0
2019;I260S5C79J1V1;85.0;2.0;83.0;0.729411765;85.0;62.0
2019;I260S11C127J1V1;91.0;0.0;91.0;0.714285714;100.0;65.0
2019;I260S37C79J1V1;55.0;0.0;55.0;0.709090909;50.0;39.0
2019;I260S12C79J1V1;56.0;1.0;55.0;0.714285714;65.0;40.0
2019;I260S34C79J1V1;49.0;4.0;45.0;0.755102041;55.0;37.0
2019;I260S45C79J1V1;56.0;1.0;55.0;0.785714286;80.0;44.0
2019;I260S41C127J1V1;57.0;0.0;57.0;0.736842105;50.0;42.0
2019;I260S8C127J1V1;70.0;0.0;70.0;0.785714286;70.0;55.0
2019;I260S47C127J1V1;53.0;0.0;53.0;0.830188679;50.0;44.0
2019;I260S37C127J1V1;57.0;0.0;57.0;0.842105263;55.0;48.0
2019;I260S2C79J1V1;60.0;5.0;55.0;0.8;60.0;48.0
2019;I260S38C79J1V1;48.0;2.0;46.0;0.833333333;45.0;40.0
2019;I260S38C127J1V1;84.0;2.0;82.0;0.80952381;80.0;68.0
2019;I260S42C79J1V1;74.0;3.0;71.0;0.810810811;90.0;60.0
2019;I260S45C127J1V1;95.0;0.0;95.0;0.810526316;85.0;77.0
2019;I260S34C127J1V1;77.0;0.0;77.0;0.87012987;70.0;67.0
2019;I260S8C79J1V1;72.0;4.0;68.0;0.805555556;70.0;58.0
2019;I260S25C79J1V1;59.0;2.0;57.0;0.830508475;70.0;49.0
2019;I260S25C127J1V1;62.0;0.0;62.0;0.903225806;50.0;56.0
2019;I260S35C276J1V1;49.0;11.0;38.0;0.469387755;45.0;23.0
2019;I260S47C115J1V1;44.0;16.0;28.0;0.568181818;40.0;25.0
2019;I260S3C47J1V1;63.0;5.0;58.0;0.587301587;60.0;37.0
2019;I260S41C47J1V1;104.0;14.0;90.0;0.548076923;100.0;57.0
2019;I260S25C29J1V1;22.0;7.0;15.0;0.5;25.0;11.0
2019;I260S47C118J1V1;165.0;3.0;162.0;0.690909091;184.0;114.0
2019;I260S38C276J1V1;23.0;2.0;21.0;0.652173913;30.0;15.0
2019;I260S12C125J1V1;31.0;8.0;23.0;0.612903226;30.0;19.0
2019;I260S42C118J1V1;35.0;0.0;35.0;0.628571429;35.0;22.0
2019;I260S42C276J1V1;49.0;8.0;41.0;0.653061224;50.0;32.0
2019;I260S42C47J1V1;102.0;13.0;89.0;0.62745098;100.0;64.0
2019;I260S47C119J1V1;19.0;0.0;19.0;0.789473684;25.0;15.0
2019;I260S49C47J1V1;75.0;12.0;63.0;0.773333333;80.0;58.0
2019;I260S21C118J1V1;142.0;2.0;140.0;0.753521127;150.0;107.0
2019;I260S47C47J1V1;211.0;47.0;164.0;0.71563981;270.0;151.0
2019;I260S21C29J1V1;46.0;10.0;36.0;0.760869565;45.0;35.0
2019;I260S5C47J1V1;106.0;21.0;85.0;0.764150943;100.0;81.0
2019;I260S11C47J1V1;91.0;20.0;71.0;0.747252747;90.0;68.0
2019;I260S11C118J1V1;42.0;0.0;42.0;0.714285714;45.0;30.0
2019;I260S11C115J1V1;41.0;12.0;29.0;0.707317073;40.0;29.0
2019;I260S11C276J1V1;38.0;8.0;30.0;0.763157895;35.0;29.0
2019;I260S11C29J1V1;29.0;10.0;19.0;0.75862069;40.0;22.0
2019;I260S37C115J1V1;31.0;7.0;24.0;0.774193548;25.0;24.0
2019;I260S38C29J1V1;22.0;2.0;20.0;0.772727273;25.0;17.0
2019;I260S45C119J1V1;38.0;6.0;32.0;0.710526316;30.0;27.0
2019;I260S45C316J1V1;27.0;3.0;24.0;0.703703704;25.0;19.0
2019;I260S45C47J1V1;154.0;36.0;118.0;0.727272727;180.0;112.0
2019;I260S25C276J1V1;31.0;7.0;24.0;0.741935484;45.0;23.0
2019;I260S25C47J1V1;151.0;29.0;122.0;0.721854305;150.0;109.0
2019;I260S47C276J1V1;46.0;1.0;45.0;0.826086957;54.0;38.0
2019;I260S21C115J1V1;40.0;9.0;31.0;0.85;40.0;34.0
2019;I536S0C39J1V1;49.0;10.0;39.0;0.816326531;50.0;40.0
2019;I260S22C29J1V1;42.0;13.0;29.0;0.833333333;40.0;35.0
2019;I260S37C119J1V1;29.0;1.0;28.0;0.862068966;30.0;25.0
2019;I260S2C118J1V1;35.0;0.0;35.0;0.828571429;35.0;29.0
2019;I260S45C276J1V1;50.0;6.0;44.0;0.84;50.0;42.0
2019;I260S34C47J1V1;82.0;11.0;71.0;0.853658537;80.0;70.0
2019;I260S41C276J1V1;34.0;5.0;29.0;0.852941176;35.0;29.0
2019;I260S8C47J1V1;99.0;20.0;79.0;0.818181818;110.0;81.0
2019;I633S2C41J1V1;35.0;6.0;29.0;0.942857143;35.0;33.0
2019;I260S42C29J1V1;24.0;3.0;21.0;0.916666667;25.0;22.0
2019;I257S1C53J1V1;29.0;25.0;4.0;0.551724138;40.0;16.0
2019;I260S5C45J1V1;23.0;14.0;9.0;0.652173913;30.0;15.0
2019;;40.0;17.0;23.0;0.825;40.0;33.0
2019;I260S21C301J1V1;67.0;46.0;21.0;0.462686567;60.0;31.0
2019;I260S43C280J1V1;28.0;12.0;16.0;0.464285714;45.0;13.0
2019;I260S50C263J1V1;36.0;12.0;24.0;0.694444444;35.0;25.0
2019;I260S21C120J1V1;29.0;8.0;21.0;0.620689655;35.0;18.0
2019;I260S3C120J1V1;43.0;19.0;24.0;0.697674419;40.0;30.0
2019;I260S5C120J1V1;50.0;18.0;32.0;0.68;55.0;34.0
2019;I260S37C120J1V1;46.0;22.0;24.0;0.652173913;45.0;30.0
2019;I260S38C120J1V1;24.0;15.0;9.0;0.625;30.0;15.0
2019;I260S5C107J1V1;34.0;10.0;24.0;0.794117647;35.0;27.0
2019;I260S11C120J1V1;63.0;31.0;32.0;0.714285714;60.0;45.0
2019;I260S25C120J1V1;28.0;16.0;12.0;0.75;40.0;21.0
2019;I260S21C283J1V1;49.0;18.0;31.0;0.816326531;45.0;40.0
2019;I260S49C43J1V1;91.0;54.0;37.0;0.692307692;100.0;63.0
2019;I260S5C43J1V1;30.0;19.0;11.0;0.666666667;35.0;20.0
2019;I260S11C50J1V1;61.0;41.0;20.0;0.68852459;60.0;42.0
2019;I260S37C285J1V1;57.0;13.0;44.0;0.649122807;50.0;37.0
2019;I260S41C43J1V1;44.0;23.0;21.0;0.659090909;45.0;29.0
2019;I260S25C50J1V1;50.0;32.0;18.0;0.7;50.0;35.0
2019;I260S38C285J1V1;101.0;26.0;75.0;0.792079208;85.0;80.0
2019;I260S34C50J1V1;58.0;43.0;15.0;0.75862069;55.0;44.0
2019;I260S42C43J1V1;43.0;30.0;13.0;0.813953488;50.0;35.0
2019;I260S37C102J1V1;40.0;25.0;15.0;0.9;40.0;36.0
2019;I498S5C153J1V2;;3.0;30.0;;30.0;
2019;I260S21C100J1V1;47.0;13.0;34.0;0.680851064;40.0;32.0
2019;I260S11C100J1V1;34.0;8.0;26.0;0.735294118;35.0;25.0
2019;I260S44C79J1V1;39.0;2.0;37.0;0.58974359;50.0;23.0
2019;I260S2C108J1V1;80.0;55.0;25.0;0.575;85.0;46.0
2019;I260S41C108J1V1;69.0;56.0;13.0;0.550724638;70.0;38.0
2019;I260S21C108J1V1;132.0;93.0;39.0;0.666666667;135.0;88.0
2019;I260S50C108J1V1;93.0;75.0;18.0;0.698924731;90.0;65.0
2019;I260S1C79J1V1;42.0;3.0;39.0;0.666666667;50.0;28.0
2019;I260S37C108J1V1;55.0;39.0;16.0;0.672727273;50.0;37.0
2019;I260S35C127J1V1;52.0;0.0;52.0;0.673076923;50.0;35.0
2019;I260S2C127J1V1;50.0;0.0;50.0;0.68;50.0;34.0
2019;I260S38C108J1V1;99.0;74.0;25.0;0.626262626;85.0;62.0
2019;I260S42C108J1V1;70.0;52.0;18.0;0.642857143;65.0;45.0
2019;I260S45C108J1V1;99.0;72.0;27.0;0.686868687;90.0;68.0
2019;I260S34C108J1V1;69.0;47.0;22.0;0.68115942;70.0;47.0
2019;I260S8C108J1V1;71.0;50.0;21.0;0.690140845;65.0;49.0
2019;I260S49C79J1V1;38.0;2.0;36.0;0.736842105;35.0;28.0
2019;I260S3C79J1V1;37.0;1.0;36.0;0.783783784;40.0;29.0
2019;I260S3C127J1V1;78.0;0.0;78.0;0.782051282;80.0;61.0
2019;I260S3C108J1V1;117.0;88.0;29.0;0.717948718;120.0;84.0
2019;I260S1C127J1V1;38.0;0.0;38.0;0.736842105;55.0;28.0
2019;I260S43C79J1V1;33.0;0.0;33.0;0.757575758;45.0;25.0
2019;I260S22C79J1V1;55.0;2.0;53.0;0.727272727;55.0;40.0
2019;I260S22C108J1V1;104.0;77.0;27.0;0.778846154;100.0;81.0
2019;I260S12C127J1V1;63.0;0.0;63.0;0.793650794;70.0;50.0
2019;I260S35C79J1V1;42.0;3.0;39.0;0.833333333;45.0;35.0
2019;I498S5C144J1V1;;10.0;46.0;;90.0;
2019;I260S1C47J1V1;110.0;32.0;78.0;0.590909091;130.0;65.0
2019;I260S44C47J1V1;30.0;8.0;22.0;0.6;35.0;18.0
2019;I260S34C276J1V1;55.0;13.0;42.0;0.6;55.0;33.0
2019;I260S3C316J1V1;37.0;8.0;29.0;0.648648649;35.0;24.0
2019;I260S43C47J1V1;75.0;15.0;60.0;0.666666667;75.0;50.0
2019;I260S11C316J1V1;32.0;3.0;29.0;0.6875;30.0;22.0
2019;I260S37C47J1V1;158.0;26.0;132.0;0.67721519;150.0;107.0
2019;I260S35C47J1V1;93.0;17.0;76.0;0.655913978;115.0;61.0
2019;I260S38C47J1V1;80.0;19.0;61.0;0.6625;100.0;53.0
2019;I260S41C119J1V1;27.0;5.0;22.0;0.666666667;25.0;18.0
2019;I260S8C276J1V1;38.0;4.0;34.0;0.631578947;55.0;24.0
2019;I260S47C316J1V1;27.0;8.0;19.0;0.740740741;30.0;20.0
2019;I260S47C125J1V1;38.0;12.0;26.0;0.736842105;35.0;28.0
2019;I260S21C276J1V1;39.0;6.0;33.0;0.717948718;40.0;28.0
2019;I260S21C47J1V1;179.0;30.0;149.0;0.726256983;180.0;130.0
2019;I260S22C47J1V1;97.0;20.0;77.0;0.731958763;100.0;71.0
2019;I260S11C295J1V1;33.0;6.0;27.0;0.757575758;30.0;25.0
2019;I633S0C41J1V1;83.0;19.0;64.0;0.759036145;80.0;63.0
2019;I260S35C119J1V1;18.0;1.0;17.0;0.777777778;25.0;14.0
2019;I260S2C276J1V1;33.0;3.0;30.0;0.727272727;35.0;24.0
2019;I260S2C47J1V1;61.0;15.0;46.0;0.704918033;60.0;43.0
2019;I260S38C118J1V1;75.0;0.0;75.0;0.76;80.0;57.0
2019;I260S12C118J1V1;41.0;0.0;41.0;0.707317073;40.0;29.0
2019;I260S12C29J1V1;32.0;14.0;18.0;0.78125;30.0;25.0
2019;I260S3C276J1V1;43.0;7.0;36.0;0.860465116;40.0;37.0
2019;I260S3C115J1V1;33.0;7.0;26.0;0.818181818;30.0;27.0
2019;I260S12C115J1V1;37.0;8.0;29.0;0.810810811;35.0;30.0
2019;I260S11C119J1V1;32.0;2.0;30.0;0.90625;30.0;29.0
2019;I260S2C115J1V1;26.0;9.0;17.0;0.961538462;30.0;25.0
2019;I498S6C129J1V1;;27.0;1.0;;30.0;
2019;I498S6C132J1V1;;43.0;0.0;;30.0;
2019;I260S37C78J1V1;32.0;27.0;5.0;0.625;35.0;20.0
2019;I260S25C78J1V1;13.0;12.0;1.0;0.692307692;30.0;9.0
2019;I260S11C78J1V1;35.0;28.0;7.0;0.771428571;50.0;27.0
2019;I450S1C12J1V1;;7.0;15.0;;30.0;
2019;I498S6C114J1V2;;4.0;8.0;;30.0;
2019;I536S0C71J1V1;50.0;17.0;33.0;0.74;50.0;37.0
2019;I260S41C107J1V1;24.0;3.0;21.0;0.791666667;25.0;19.0
2019;I260S22C211J1V1;29.0;17.0;12.0;0.620689655;30.0;18.0
2019;I633S2C2J1V1;32.0;2.0;30.0;0.8125;25.0;26.0
2019;I260S42C127J1V1;93.0;1.0;92.0;0.76344086;120.0;71.0
2019;I260S49C127J1V1;60.0;0.0;60.0;0.816666667;60.0;49.0
2019;I633S0C58J1V1;24.0;3.0;21.0;0.75;30.0;18.0
2019;I260S12C47J1V1;93.0;16.0;77.0;0.741935484;90.0;69.0
2019;;;10.0;16.0;;40.0;
2019;;;25.0;10.0;;40.0;
2019;I498S5C114J1V1;;4.0;8.0;;30.0;
2019;I498S6C11J1V1;;7.0;15.0;;50.0;
2019;I260S45C120J1V1;24.0;11.0;13.0;0.625;30.0;15.0
2019;I260S41C120J1V1;27.0;9.0;18.0;0.666666667;30.0;18.0
2019;I260S22C120J1V1;45.0;27.0;18.0;0.8;45.0;36.0
2019;I260S35C285J1V1;65.0;23.0;42.0;0.369230769;55.0;24.0
2019;I260S25C100J1V1;40.0;11.0;29.0;0.825;35.0;33.0
2019;I260S44C108J1V1;39.0;31.0;8.0;0.487179487;45.0;19.0
2019;I260S12C108J1V1;60.0;43.0;17.0;0.7;70.0;42.0
2019;I260S11C108J1V1;74.0;61.0;13.0;0.743243243;70.0;55.0
2019;I260S35C108J1V1;50.0;31.0;19.0;0.78;50.0;39.0
2019;I260S43C108J1V1;65.0;49.0;16.0;0.815384615;60.0;53.0
2019;I260S2C125J1V1;41.0;8.0;33.0;0.609756098;40.0;25.0
2019;I498S5C131J1V1;;21.0;1.0;;30.0;
2019;I498S6C131J1V1;;32.0;0.0;;;
2019;I260S11C84J1V1;21.0;19.0;2.0;0.619047619;30.0;13.0
2019;I701S0C30J1V1;;0.0;4.0;;60.0;
2019;I498S5C11J1V1;;7.0;7.0;;30.0;
2019;I701S0C2J1V2;;8.0;54.0;;60.0;
2019;I550S0C34J1V1;;5.0;11.0;;30.0;
2019;I450S1C1J1V1;;5.0;32.0;;40.0;
2019;I450S1C33J1V1;;12.0;27.0;;;
2019;I260S34C280J1V1;50.0;26.0;24.0;0.3;50.0;15.0
2019;I426S1C1J1V1;43.0;20.0;23.0;0.395348837;60.0;17.0
2019;I260S42C280J1V1;55.0;31.0;24.0;0.381818182;55.0;21.0
2019;I260S8C280J1V1;53.0;27.0;26.0;0.396226415;45.0;21.0
2019;I426S1C2J1V1;23.0;10.0;13.0;0.47826087;30.0;11.0
2019;I260S43C301J1V1;25.0;15.0;10.0;0.48;30.0;12.0
2019;I260S25C280J1V1;71.0;37.0;34.0;0.450704225;60.0;32.0
2019;I426S1C13J1V1;37.0;11.0;26.0;0.567567568;35.0;21.0
2019;I426S1C10J1V1;18.0;10.0;8.0;0.555555556;20.0;10.0
2019;I260S3C280J1V1;34.0;14.0;20.0;0.588235294;60.0;20.0
2019;I260S5C280J1V1;66.0;20.0;46.0;0.575757576;70.0;38.0
2019;I260S38C280J1V1;58.0;32.0;26.0;0.551724138;60.0;32.0
2019;I260S41C280J1V1;64.0;32.0;32.0;0.578125;70.0;37.0
2019;I426S1C26J1V1;17.0;9.0;8.0;0.647058824;30.0;11.0
2019;I260S21C280J1V1;91.0;48.0;43.0;0.648351648;90.0;59.0
2019;I701S0C3J1V2;21.0;8.0;13.0;0.666666667;30.0;14.0
2019;I260S35C280J1V1;52.0;27.0;25.0;0.615384615;50.0;32.0
2019;I260S45C280J1V1;80.0;41.0;39.0;0.6375;70.0;51.0
2019;I426S1C7J1V1;30.0;10.0;20.0;0.766666667;40.0;23.0
2019;I260S11C280J1V1;74.0;34.0;40.0;0.756756757;75.0;56.0
2019;;28.0;10.0;18.0;0.714285714;25.0;20.0
2019;I260S37C280J1V1;85.0;43.0;42.0;0.752941176;80.0;64.0
2019;I260S2C280J1V1;33.0;17.0;16.0;0.727272727;60.0;24.0
2019;;39.0;12.0;27.0;0.794871795;40.0;31.0
2019;I260S50C120J1V1;24.0;15.0;9.0;0.833333333;25.0;20.0
2019;I260S11C284J1V1;28.0;4.0;24.0;0.821428571;30.0;23.0
2019;I260S42C284J1V1;30.0;5.0;25.0;0.933333333;30.0;28.0
2019;I536S0C11J1V1;31.0;14.0;17.0;0.709677419;50.0;22.0
2019;I260S41C285J1V1;80.0;28.0;52.0;0.8375;70.0;67.0
2019;I260S8C43J1V1;49.0;32.0;17.0;0.918367347;50.0;45.0
2019;I498S6C153J1V2;;4.0;23.0;;30.0;
2019;I260S21C282J1V2;;45.0;16.0;;60.0;
2019;I498S5C181J1V1;;0.0;89.0;;60.0;
2019;I498S6C181J1V1;;0.0;60.0;;90.0;
2019;I633S2C57J1V1;48.0;48.0;;0.770833333;25.0;37.0
2019;I536S0C23J1V1;56.0;4.0;52.0;0.821428571;56.0;46.0
2019;I260S43C127J1V1;35.0;0.0;35.0;0.857142857;25.0;30.0
2019;I536S0C104J1V1;59.0;0.0;59.0;0.93220339;59.0;55.0
2019;I633S0C57J1V1;22.0;;22.0;0.909090909;20.0;20.0
2019;;41.0;0.0;41.0;0.902439024;40.0;37.0
2019;I498S5C152J1V1;;5.0;12.0;;30.0;
2019;I550S0C0J1V1;65.0;14.0;51.0;0.015384615;70.0;1.0
2019;;40.0;0.0;40.0;0.7;30.0;28.0
2019;I260S43C316J1V1;29.0;3.0;26.0;0.75862069;30.0;22.0
2019;I260S44C295J1V1;17.0;4.0;13.0;0.705882353;25.0;12.0
2019;I498S5C129J1V1;;11.0;4.0;;30.0;
2019;I450S1C34J1V1;;30.0;2.0;;30.0;
2019;I498S6C162J1V1;;1.0;1.0;;;
2019;I498S6C174J1V1;;1.0;0.0;;;
2019;;20.0;10.0;10.0;0.1;30.0;2.0
2019;I260S3C297J1V1;27.0;12.0;15.0;0.481481481;25.0;13.0
2019;;23.0;20.0;3.0;0.52173913;20.0;12.0
2019;I260S44C297J1V1;27.0;9.0;18.0;0.555555556;25.0;15.0
2019;I426S1C5J1V1;25.0;11.0;14.0;0.68;25.0;17.0
2019;I536S0C16J1V1;34.0;32.0;2.0;0.617647059;50.0;21.0
2019;I260S44C314J1V1;24.0;9.0;15.0;0.666666667;25.0;16.0
2019;;38.0;37.0;1.0;0.631578947;40.0;24.0
2019;I260S41C78J1V1;21.0;16.0;5.0;0.619047619;25.0;13.0
2019;;14.0;12.0;2.0;0.785714286;20.0;11.0
2019;I450S1C23J1V1;37.0;33.0;4.0;0.783783784;40.0;29.0
2019;;32.0;30.0;2.0;0.84375;30.0;27.0
2020;I257S1C24J1V1;78.0;42.0;36.0;0.679487179;80.0;53.0
2020;I260S21C314J1V1;59.0;19.0;40.0;0.796610169;60.0;47.0
2020;I260S49C285J1V1;;32.0;69.0;;120.0;
2020;I260S11C285J1V1;60.0;17.0;43.0;0.55;60.0;33.0
2020;I260S22C43J1V1;48.0;28.0;20.0;0.708333333;55.0;34.0
2020;I260S38C43J1V1;22.0;12.0;10.0;0.727272727;45.0;16.0
2020;I536S0C46J1V1;;7.0;42.0;;54.0;
2020;I633S0C2J1V1;40.0;7.0;33.0;0.8;60.0;32.0
2020;I260S22C100J1V1;39.0;10.0;29.0;0.743589744;40.0;29.0
2020;I260S12C100J1V1;26.0;6.0;20.0;0.769230769;30.0;20.0
2020;I260S38C100J1V1;33.0;11.0;22.0;0.848484848;30.0;28.0
2020;I260S25C108J1V1;84.0;69.0;15.0;0.666666667;90.0;56.0
2020;I260S21C79J1V1;36.0;0.0;36.0;0.777777778;50.0;28.0
2020;I260S47C79J1V1;37.0;1.0;36.0;0.72972973;45.0;27.0
2020;I260S5C79J1V1;66.0;2.0;64.0;0.742424242;90.0;49.0
2020;I260S11C79J1V1;54.0;2.0;52.0;0.759259259;60.0;41.0
2020;I260S2C79J1V1;53.0;7.0;46.0;0.735849057;60.0;39.0
2020;I260S42C79J1V1;48.0;1.0;47.0;0.770833333;75.0;37.0
2020;I260S45C79J1V1;49.0;3.0;46.0;0.714285714;60.0;35.0
2020;I260S41C79J1V1;49.0;3.0;46.0;0.795918367;70.0;39.0
2020;I260S37C79J1V1;47.0;1.0;46.0;0.808510638;55.0;38.0
2020;I260S38C79J1V1;40.0;2.0;38.0;0.875;50.0;35.0
2020;I260S12C79J1V1;41.0;0.0;41.0;0.804878049;65.0;33.0
2020;I260S34C79J1V1;38.0;2.0;36.0;0.868421053;50.0;33.0
2020;I260S8C79J1V1;37.0;0.0;37.0;0.810810811;75.0;30.0
2020;I260S25C79J1V1;27.0;1.0;26.0;0.962962963;60.0;26.0
2020;I260S49C47J1V1;;15.0;40.0;;80.0;
2020;I260S42C29J1V1;15.0;5.0;10.0;0.466666667;25.0;7.0
2020;I260S25C29J1V1;15.0;6.0;9.0;0.6;25.0;9.0
2020;I260S47C276J1V1;44.0;2.0;42.0;0.681818182;45.0;30.0
2020;I260S11C276J1V1;37.0;11.0;26.0;0.648648649;36.0;24.0
2020;I260S11C29J1V1;25.0;7.0;18.0;0.68;35.0;17.0
2020;I260S35C276J1V1;20.0;6.0;14.0;0.7;50.0;14.0
2020;I260S38C29J1V1;28.0;10.0;18.0;0.642857143;25.0;18.0
2020;I260S45C276J1V1;39.0;11.0;28.0;0.692307692;55.0;27.0
2020;I260S41C47J1V1;100.0;16.0;84.0;0.63;110.0;63.0
2020;I260S8C47J1V1;86.0;19.0;67.0;0.686046512;100.0;59.0
2020;I260S47C119J1V1;22.0;2.0;20.0;0.772727273;30.0;17.0
2020;I260S47C118J1V1;169.0;5.0;164.0;0.775147929;170.0;131.0
2020;I260S47C47J1V1;177.0;48.0;129.0;0.728813559;220.0;129.0
2020;I260S3C47J1V1;62.0;9.0;53.0;0.741935484;65.0;46.0
2020;I260S22C29J1V1;35.0;5.0;30.0;0.742857143;40.0;26.0
2020;I633S2C41J1V1;26.0;7.0;19.0;0.769230769;35.0;20.0
2020;I260S38C276J1V1;17.0;3.0;14.0;0.764705882;30.0;13.0
2020;I260S42C276J1V1;35.0;7.0;28.0;0.742857143;50.0;26.0
2020;I260S42C47J1V1;73.0;7.0;66.0;0.780821918;100.0;57.0
2020;I260S41C276J1V1;34.0;3.0;31.0;0.794117647;35.0;27.0
2020;I260S25C276J1V1;19.0;3.0;16.0;0.736842105;35.0;14.0
2020;I260S47C115J1V1;47.0;14.0;33.0;0.872340426;45.0;41.0
2020;I260S21C118J1V1;148.0;1.0;147.0;0.871621622;150.0;129.0
2020;I260S21C29J1V1;25.0;8.0;17.0;0.8;45.0;20.0
2020;I260S5C47J1V1;96.0;14.0;82.0;0.833333333;105.0;80.0
2020;I260S11C47J1V1;110.0;19.0;91.0;0.863636364;90.0;95.0
2020;I260S11C115J1V1;43.0;13.0;30.0;0.813953488;45.0;35.0
2020;I260S37C115J1V1;24.0;6.0;18.0;0.875;30.0;21.0
2020;I260S37C119J1V1;22.0;2.0;20.0;0.863636364;30.0;19.0
2020;I260S2C118J1V1;37.0;0.0;37.0;0.864864865;35.0;32.0
2020;I260S12C125J1V1;29.0;5.0;24.0;0.896551724;35.0;26.0
2020;I260S42C118J1V1;28.0;0.0;28.0;0.821428571;35.0;23.0
2020;I260S45C119J1V1;25.0;1.0;24.0;0.88;40.0;22.0
2020;I260S45C316J1V1;20.0;3.0;17.0;0.8;30.0;16.0
2020;I260S34C47J1V1;80.0;12.0;68.0;0.875;85.0;70.0
2020;I260S45C47J1V1;130.0;34.0;96.0;0.861538462;150.0;112.0
2020;I260S25C47J1V1;110.0;21.0;89.0;0.890909091;155.0;98.0
2020;I260S21C115J1V1;42.0;11.0;31.0;0.904761905;40.0;38.0
2020;I260S11C118J1V1;50.0;2.0;48.0;0.9;45.0;45.0
2020;;40.0;15.0;25.0;0.55;40.0;22.0
2020;I257S1C53J1V1;53.0;45.0;8.0;0.622641509;30.0;33.0
2020;I260S43C280J1V1;30.0;12.0;18.0;0.566666667;30.0;17.0
2020;I260S11C120J1V1;37.0;14.0;23.0;0.594594595;65.0;22.0
2020;I260S21C301J1V1;55.0;38.0;17.0;0.690909091;70.0;38.0
2020;I260S37C120J1V1;32.0;14.0;18.0;0.65625;50.0;21.0
2020;I260S25C120J1V1;15.0;10.0;5.0;0.666666667;30.0;10.0
2020;I260S21C283J1V1;45.0;17.0;28.0;0.777777778;50.0;35.0
2020;I260S21C120J1V1;26.0;10.0;16.0;0.769230769;35.0;20.0
2020;I260S3C120J1V1;31.0;20.0;11.0;0.709677419;45.0;22.0
2020;I260S50C263J1V1;26.0;6.0;20.0;0.846153846;40.0;22.0
2020;I260S5C107J1V1;31.0;5.0;26.0;0.806451613;40.0;25.0
2020;I260S5C120J1V1;40.0;9.0;31.0;0.85;50.0;34.0
2020;I260S38C120J1V1;33.0;18.0;15.0;0.848484848;35.0;28.0
2020;I260S49C43J1V1;;39.0;21.0;;95.0;
2020;I260S5C43J1V1;28.0;18.0;10.0;0.464285714;30.0;13.0
2020;I260S41C43J1V1;31.0;17.0;14.0;0.419354839;50.0;13.0
2020;I260S11C50J1V1;42.0;25.0;17.0;0.5;60.0;21.0
2020;I260S37C102J1V1;46.0;32.0;14.0;0.673913043;45.0;31.0
2020;I260S37C285J1V1;58.0;16.0;42.0;0.655172414;60.0;38.0
2020;I260S34C50J1V1;43.0;34.0;9.0;0.697674419;60.0;30.0
2020;I260S25C50J1V1;24.0;16.0;8.0;0.625;50.0;15.0
2020;I260S38C285J1V1;89.0;18.0;71.0;0.786516854;100.0;70.0
2020;I260S42C43J1V1;18.0;13.0;5.0;0.722222222;45.0;13.0
2020;I260S11C100J1V1;26.0;10.0;16.0;0.807692308;40.0;21.0
2020;I260S49C79J1V1;;1.0;26.0;;40.0;
2020;I260S37C108J1V1;50.0;38.0;12.0;0.42;60.0;21.0
2020;I260S41C108J1V1;59.0;41.0;18.0;0.457627119;70.0;27.0
2020;I260S42C108J1V1;34.0;26.0;8.0;0.529411765;70.0;18.0
2020;I260S21C108J1V1;130.0;107.0;23.0;0.653846154;135.0;85.0
2020;I260S50C108J1V1;93.0;64.0;29.0;0.698924731;100.0;65.0
2020;I260S3C79J1V1;39.0;2.0;37.0;0.666666667;40.0;26.0
2020;I260S2C108J1V1;69.0;49.0;20.0;0.608695652;85.0;42.0
2020;I260S38C108J1V1;70.0;51.0;19.0;0.628571429;100.0;44.0
2020;I260S45C108J1V1;92.0;67.0;25.0;0.684782609;120.0;63.0
2020;I260S3C108J1V1;115.0;75.0;40.0;0.765217391;120.0;88.0
2020;I260S1C79J1V1;37.0;0.0;37.0;0.72972973;45.0;27.0
2020;I260S22C108J1V1;108.0;77.0;31.0;0.787037037;100.0;85.0
2020;I260S22C79J1V1;53.0;6.0;47.0;0.754716981;60.0;40.0
2020;I260S34C108J1V1;37.0;24.0;13.0;0.702702703;70.0;26.0
2020;I260S8C108J1V1;60.0;51.0;9.0;0.716666667;75.0;43.0
2020;I260S43C79J1V1;39.0;1.0;38.0;0.871794872;35.0;34.0
2020;I260S35C79J1V1;31.0;1.0;30.0;0.806451613;45.0;25.0
2020;I260S44C79J1V1;27.0;0.0;27.0;0.851851852;40.0;23.0
2020;I260S12C127J1V1;1.0;0.0;1.0;1.0;;1.0
2020;I260S1C47J1V1;81.0;20.0;61.0;0.641975309;120.0;52.0
2020;I633S0C41J1V1;78.0;13.0;65.0;0.666666667;80.0;52.0
2020;I260S35C47J1V1;74.0;16.0;58.0;0.675675676;105.0;50.0
2020;I260S2C276J1V1;39.0;6.0;33.0;0.615384615;35.0;24.0
2020;I260S2C115J1V1;32.0;15.0;17.0;0.65625;30.0;21.0
2020;I260S12C29J1V1;18.0;2.0;16.0;0.666666667;35.0;12.0
2020;I260S41C119J1V1;26.0;3.0;23.0;0.653846154;30.0;17.0
2020;I260S21C47J1V1;163.0;32.0;131.0;0.791411043;180.0;129.0
2020;I260S3C316J1V1;31.0;6.0;25.0;0.709677419;35.0;22.0
