Matr’cula Primer A–o;Matr’cula Total Cohorte A–o Anterior;N¡ ProgramasConsiderados;A–o;C—dgo SIES;Matr’cula primer a–o hombres;Matr’cula primer a–o mujeres;Matr’cula total hombres;Matr’cula total mujeres;Retenci—n
32;22;1;2019;I367S1C129J2V1;30;2;77;4;0,6875
20;17;1;2020;I367S1C129J2V1;18;2;56;5;0,85
58;42;1;2016;I367S1C137J1V1;9;49;26;175;0,724137931
95;81;1;2017;I367S1C137J1V1;15;80;37;185;0,852631579
90;66;1;2018;I367S1C137J1V1;11;79;30;187;0,733333333
90;76;1;2019;I367S1C137J1V1;10;80;31;205;0,844444444
99;88;1;2020;I367S1C137J1V1;10;89;28;224;0,888888889
9;8;1;2016;I367S1C139J1V1;1;8;2;25;0,888888889
10;6;1;2017;I367S1C139J1V1;5;5;7;18;0,6
20;10;1;2018;I367S1C139J1V1;9;11;13;22;0,5
16;10;1;2019;I367S1C139J1V1;5;11;10;21;0,625
17;14;1;2020;I367S1C139J1V1;7;10;12;22;0,823529412
15;10;1;2020;I367S1C139J2V1;1;14;1;19;0,666666667
17;13;1;2018;I367S1C150J1V1;16;1;16;1;0,764705882
20;7;1;2016;I367S1C150J2V1;19;1;51;4;0,35
33;24;1;2017;I367S1C150J2V1;30;3;54;6;0,727272727
25;19;1;2018;I367S1C150J2V1;23;2;60;5;0,76
23;16;1;2019;I367S1C150J2V1;23;0;63;1;0,695652174
23;19;1;2020;I367S1C150J2V1;23;;62;1;0,826086957
13;8;1;2016;I367S1C154J1V1;7;6;20;21;0,615384615
16;12;1;2017;I367S1C154J1V1;9;7;19;22;0,75
20;13;1;2018;I367S1C154J1V1;9;11;19;26;0,65
16;10;1;2019;I367S1C154J1V1;9;7;21;21;0,625
16;13;1;2020;I367S1C154J1V1;5;11;14;22;0,8125
17;12;1;2016;I367S1C164J2V1;17;;31;;0,705882353
20;12;1;2017;I367S1C164J2V1;19;1;37;1;0,6
11;10;1;2018;I367S1C164J2V1;11;0;32;1;0,909090909
16;8;1;2019;I367S1C164J2V1;15;1;34;2;0,5
11;7;1;2016;I367S1C165J2V1;10;1;34;5;0,636363636
32;21;1;2016;I367S1C16J1V1;;32;;71;0,65625
83;65;1;2017;I367S1C16J1V1;;83;;125;0,78313253
94;82;1;2018;I367S1C16J1V1;0;94;0;184;0,872340426
98;91;1;2019;I367S1C16J1V1;0;98;0;237;0,928571429
100;93;1;2020;I367S1C16J1V1;;100;;270;0,93
43;35;1;2016;I367S1C16J2V1;1;42;1;74;0,813953488
45;42;1;2017;I367S1C16J2V1;;45;;100;0,933333333
80;65;1;2018;I367S1C16J2V1;0;80;0;160;0,8125
99;78;1;2019;I367S1C16J2V1;0;99;0;208;0,787878788
100;85;1;2020;I367S1C16J2V1;1;99;1;244;0,85
12;7;1;2020;I367S1C178J2V1;5;7;5;7;0,583333333
12;10;1;2016;I367S1C17J1V1;6;6;18;12;0,833333333
29;22;1;2017;I367S1C17J1V1;19;10;30;17;0,75862069
41;32;1;2018;I367S1C17J1V1;22;19;40;34;0,780487805
32;24;1;2019;I367S1C17J1V1;22;10;50;32;0,75
20;13;1;2020;I367S1C17J1V1;12;8;45;29;0,65
23;13;1;2016;I367S1C180J1V1;4;19;6;30;0,565217391
61;47;1;2017;I367S1C180J1V1;10;51;12;74;0,770491803
60;43;1;2018;I367S1C180J1V1;12;48;20;101;0,716666667
60;44;1;2019;I367S1C180J1V1;9;51;25;122;0,733333333
60;46;1;2020;I367S1C180J1V1;2;58;17;137;0,766666667
26;23;1;2016;I367S1C181J1V1;7;19;15;42;0,884615385
58;50;1;2017;I367S1C181J1V1;17;41;30;81;0,862068966
83;64;1;2018;I367S1C181J1V1;10;73;31;128;0,771084337
45;38;1;2019;I367S1C181J1V1;11;34;32;126;0,844444444
45;38;1;2020;I367S1C181J1V1;8;37;28;116;0,844444444
29;21;1;2016;I367S1C181J2V1;7;22;13;33;0,724137931
81;71;1;2017;I367S1C181J2V1;13;68;22;96;0,87654321
85;65;1;2018;I367S1C181J2V1;15;70;30;148;0,764705882
80;64;1;2019;I367S1C181J2V1;15;65;32;179;0,8
81;62;1;2020;I367S1C181J2V1;17;64;38;168;0,765432099
28;17;1;2020;I367S1C190J1V1;10;18;10;18;0,607142857
13;13;1;2020;I367S1C190J2V1;4;9;4;9;1
29;23;1;2018;I367S1C205J1V1;29;0;29;0;0,793103448
;;0;2019;I367S1C205J1V1;22;0;46;0;
40;22;1;2020;I367S1C205J1V1;40;;76;;0,55
30;19;1;2017;I367S1C205J2V1;30;;30;;0,633333333
37;29;1;2018;I367S1C205J2V1;35;2;54;2;0,783783784
33;16;1;2019;I367S1C205J2V1;32;1;73;3;0,484848485
40;30;1;2020;I367S1C205J2V1;38;2;82;4;0,75
22;15;1;2020;I367S1C210J1V1;11;11;11;11;0,681818182
40;39;1;2020;I367S1C212J1V1;1;39;1;39;0,975
40;28;1;2020;I367S1C212J2V1;1;39;1;39;0,7
20;15;1;2020;I367S1C213J1V1;19;1;19;1;0,75
11;9;1;2016;I367S1C7J1V1;5;6;9;16;0,818181818
16;11;1;2017;I367S1C7J1V1;6;10;13;16;0,6875
41;32;1;2018;I367S1C7J1V1;15;26;25;37;0,780487805
37;31;1;2019;I367S1C7J1V1;12;25;28;54;0,837837838
26;18;1;2020;I367S1C7J1V1;7;19;25;60;0,692307692
16;11;1;2016;I367S1C7J2V1;4;12;16;33;0,6875
40;35;1;2017;I367S1C7J2V1;14;26;24;47;0,875
60;45;1;2018;I367S1C7J2V1;22;38;37;71;0,75
42;36;1;2019;I367S1C7J2V1;19;23;43;75;0,857142857
40;33;1;2020;I367S1C7J2V1;12;28;45;79;0,825
13;10;1;2016;I367S1C8J1V1;11;2;28;4;0,769230769
14;12;1;2017;I367S1C8J1V1;12;2;27;5;0,857142857
30;17;1;2016;I367S1C8J2V1;24;6;51;7;0,566666667
18;10;1;2017;I367S1C8J2V1;15;3;45;8;0,555555556
22;13;1;2018;I367S1C8J2V1;19;3;45;7;0,590909091
18;16;1;2019;I367S1C8J2V1;18;0;40;4;0,888888889
19;16;1;2020;I367S1C8J2V1;15;4;43;6;0,842105263
10;5;1;2016;I367S1C9J1V1;7;3;18;6;0,5
20;11;1;2017;I367S1C9J1V1;13;7;22;13;0,55
19;19;1;2018;I367S1C9J1V1;14;5;23;13;1
17;11;1;2019;I367S1C9J1V1;14;3;33;12;0,647058824
15;8;1;2020;I367S1C9J1V1;12;3;35;9;0,533333333
16;8;1;2016;I367S1C9J2V1;13;3;36;4;0,5
34;27;1;2017;I367S1C9J2V1;25;9;49;10;0,794117647
41;30;1;2018;I367S1C9J2V1;36;5;65;11;0,731707317
37;21;1;2019;I367S1C9J2V1;34;3;82;9;0,567567568
33;30;1;2020;I367S1C9J2V1;30;3;73;7;0,909090909
17;15;1;2016;I367S2C127J2V1;16;1;26;3;0,882352941
20;14;1;2017;I367S2C127J2V1;16;4;36;7;0,7
28;20;1;2019;I367S2C127J2V1;26;2;38;3;0,714285714
21;18;1;2020;I367S2C127J2V1;18;3;43;4;0,857142857
73;67;1;2016;I367S2C137J1V1;3;70;8;173;0,917808219
74;66;1;2017;I367S2C137J1V1;7;67;12;185;0,891891892
79;62;1;2018;I367S2C137J1V1;7;72;16;209;0,784810127
80;71;1;2019;I367S2C137J1V1;8;72;21;201;0,8875
78;73;1;2020;I367S2C137J1V1;9;69;23;199;0,935897436
21;13;1;2016;I367S2C154J1V1;13;8;33;38;0,619047619
21;15;1;2016;I367S2C154J2V1;11;10;37;39;0,714285714
13;11;1;2017;I367S2C154J2V1;7;6;28;23;0,846153846
12;5;1;2018;I367S2C154J2V1;7;5;24;19;0,416666667
39;35;1;2016;I367S2C16J1V1;;39;;101;0,897435897
46;42;1;2017;I367S2C16J1V1;;46;;108;0,913043478
34;27;1;2018;I367S2C16J1V1;0;34;0;115;0,794117647
36;30;1;2019;I367S2C16J1V1;0;36;0;110;0,833333333
35;30;1;2020;I367S2C16J1V1;1;34;1;98;0,857142857
39;30;1;2016;I367S2C16J2V1;;39;;98;0,769230769
46;28;1;2017;I367S2C16J2V1;;46;;103;0,608695652
35;25;1;2018;I367S2C16J2V1;0;35;0;97;0,714285714
35;28;1;2019;I367S2C16J2V1;0;35;0;87;0,8
35;29;1;2020;I367S2C16J2V1;;35;;91;0,828571429
13;11;1;2016;I367S2C178J2V1;3;10;3;10;0,846153846
31;26;1;2016;I367S2C17J2V1;18;13;36;30;0,838709677
41;34;1;2017;I367S2C17J2V1;28;13;54;31;0,829268293
33;25;1;2018;I367S2C17J2V1;17;16;57;37;0,757575758
41;28;1;2019;I367S2C17J2V1;24;17;57;40;0,682926829
41;28;1;2020;I367S2C17J2V1;29;12;58;35;0,682926829
19;17;1;2016;I367S2C180J1V1;;19;;40;0,894736842
36;24;1;2017;I367S2C180J1V1;7;29;7;65;0,666666667
38;24;1;2018;I367S2C180J1V1;7;31;11;75;0,631578947
32;23;1;2019;I367S2C180J1V1;5;27;12;66;0,71875
30;24;1;2020;I367S2C180J1V1;6;24;13;69;0,8
23;17;1;2017;I367S2C181J1V1;5;18;5;26;0,739130435
31;24;1;2018;I367S2C181J1V1;3;28;6;42;0,774193548
33;33;1;2019;I367S2C181J1V1;5;28;10;63;1
21;21;1;2020;I367S2C181J1V1;5;16;13;66;1
36;28;1;2016;I367S2C181J2V1;4;32;7;40;0,777777778
32;19;1;2017;I367S2C181J2V1;5;27;11;58;0,59375
37;32;1;2018;I367S2C181J2V1;1;36;7;77;0,864864865
28;24;1;2019;I367S2C181J2V1;4;24;8;72;0,857142857
32;26;1;2020;I367S2C181J2V1;4;28;7;77;0,8125
29;23;1;2020;I367S2C212J1V1;1;28;1;28;0,793103448
19;15;1;2018;I367S2C7J1V1;5;14;5;14;0,789473684
20;15;1;2019;I367S2C7J1V1;5;15;9;28;0,75
14;9;1;2020;I367S2C7J1V1;8;6;15;30;0,642857143
21;18;1;2016;I367S2C7J2V1;7;14;17;44;0,857142857
28;24;1;2017;I367S2C7J2V1;9;19;19;53;0,857142857
20;13;1;2018;I367S2C7J2V1;9;11;18;45;0,65
14;8;1;2019;I367S2C7J2V1;5;9;13;33;0,571428571
23;23;1;2020;I367S2C7J2V1;11;12;19;28;1
24;21;1;2016;I367S2C9J2V1;20;4;44;9;0,875
31;22;1;2017;I367S2C9J2V1;26;5;55;10;0,709677419
28;21;1;2018;I367S2C9J2V1;23;5;59;15;0,75
23;13;1;2019;I367S2C9J2V1;22;1;51;5;0,565217391
30;21;1;2020;I367S2C9J2V1;29;1;57;2;0,7
87;76;1;2016;I367S3C114J1V1;9;78;27;227;0,873563218
100;89;1;2017;I367S3C114J1V1;15;85;36;229;0,89
100;92;1;2018;I367S3C114J1V1;12;88;33;243;0,92
85;71;1;2019;I367S3C114J1V1;13;72;36;232;0,835294118
100;85;1;2020;I367S3C114J1V1;16;84;37;236;0,85
20;18;1;2016;I367S3C127J1V1;15;5;34;6;0,9
30;17;1;2017;I367S3C127J1V1;27;3;50;8;0,566666667
29;20;1;2018;I367S3C127J1V1;28;1;58;5;0,689655172
39;28;1;2019;I367S3C127J1V1;31;8;62;9;0,717948718
45;34;1;2020;I367S3C127J1V1;39;6;77;12;0,755555556
26;15;1;2017;I367S3C127J2V1;23;3;28;3;0,576923077
13;7;1;2018;I367S3C127J2V1;12;1;29;2;0,538461538
26;16;1;2019;I367S3C127J2V1;24;2;44;4;0,615384615
12;10;1;2016;I367S3C129J1V1;12;;25;1;0,833333333
17;13;1;2017;I367S3C129J1V1;17;;32;1;0,764705882
25;11;1;2018;I367S3C129J1V1;24;1;45;2;0,44
29;17;1;2019;I367S3C129J1V1;28;1;56;1;0,586206897
21;11;1;2020;I367S3C129J1V1;19;2;47;3;0,523809524
19;10;1;2016;I367S3C129J2V1;19;;37;;0,526315789
24;12;1;2017;I367S3C129J2V1;21;3;43;3;0,5
33;21;1;2018;I367S3C129J2V1;33;0;54;1;0,636363636
36;24;1;2019;I367S3C129J2V1;36;0;72;0;0,666666667
35;13;1;2020;I367S3C129J2V1;34;1;73;1;0,371428571
19;16;1;2018;I367S3C139J1V1;3;16;3;16;0,842105263
32;23;1;2019;I367S3C139J1V1;6;26;9;39;0,71875
23;14;1;2020;I367S3C139J1V1;10;13;17;42;0,608695652
11;10;1;2016;I367S3C139J2V1;4;7;10;16;0,909090909
28;23;1;2017;I367S3C139J2V1;5;23;12;37;0,821428571
25;18;1;2018;I367S3C139J2V1;6;19;12;46;0,72
34;26;1;2019;I367S3C139J2V1;6;28;12;60;0,764705882
31;22;1;2020;I367S3C139J2V1;9;22;15;60;0,709677419
25;23;1;2018;I367S3C150J1V1;23;2;26;2;0,92
25;16;1;2019;I367S3C150J1V1;25;0;46;2;0,64
25;16;1;2020;I367S3C150J1V1;20;5;52;7;0,64
28;17;1;2016;I367S3C150J2V1;28;;38;;0,607142857
22;16;1;2017;I367S3C150J2V1;21;1;47;1;0,727272727
28;20;1;2018;I367S3C150J2V1;26;2;56;3;0,714285714
35;24;1;2019;I367S3C150J2V1;34;1;68;3;0,685714286
24;14;1;2020;I367S3C150J2V1;24;;68;1;0,583333333
24;16;1;2016;I367S3C154J1V1;9;15;43;54;0,666666667
17;15;1;2017;I367S3C154J1V1;10;7;36;38;0,882352941
37;22;1;2016;I367S3C154J2V1;26;11;51;44;0,594594595
25;18;1;2017;I367S3C154J2V1;15;10;45;35;0,72
24;17;1;2018;I367S3C154J2V1;14;10;43;25;0,708333333
20;11;1;2019;I367S3C154J2V1;7;13;31;28;0,55
19;12;1;2020;I367S3C154J2V1;10;9;22;20;0,631578947
13;10;1;2016;I367S3C165J1V1;10;3;24;5;0,769230769
14;8;1;2016;I367S3C165J2V1;12;2;30;5;0,571428571
65;56;1;2016;I367S3C16J1V1;;65;;147;0,861538462
126;107;1;2017;I367S3C16J1V1;;126;;228;0,849206349
90;82;1;2018;I367S3C16J1V1;0;90;0;254;0,911111111
90;84;1;2019;I367S3C16J1V1;0;90;0;277;0,933333333
90;81;1;2020;I367S3C16J1V1;1;89;1;253;0,9
52;44;1;2016;I367S3C16J2V1;;52;;129;0,846153846
45;40;1;2017;I367S3C16J2V1;;45;;125;0,888888889
45;41;1;2018;I367S3C16J2V1;1;44;1;142;0,911111111
45;36;1;2019;I367S3C16J2V1;0;45;1;141;0,8
74;60;1;2020;I367S3C16J2V1;;74;1;153;0,810810811
27;21;1;2018;I367S3C178J1V1;8;19;8;19;0,777777778
25;19;1;2019;I367S3C178J1V1;7;18;14;33;0,76
31;25;1;2020;I367S3C178J1V1;6;25;15;53;0,806451613
37;27;1;2016;I367S3C178J2V1;12;25;15;37;0,72972973
46;35;1;2017;I367S3C178J2V1;13;33;23;63;0,760869565
32;27;1;2018;I367S3C178J2V1;8;24;24;65;0,84375
30;24;1;2019;I367S3C178J2V1;7;23;21;64;0,8
19;16;1;2020;I367S3C178J2V1;8;11;18;50;0,842105263
23;16;1;2016;I367S3C17J1V1;13;10;32;25;0,695652174
28;25;1;2017;I367S3C17J1V1;20;8;44;27;0,892857143
40;27;1;2018;I367S3C17J1V1;19;21;51;40;0,675
41;33;1;2019;I367S3C17J1V1;23;18;58;40;0,804878049
44;27;1;2020;I367S3C17J1V1;30;14;63;45;0,613636364
42;31;1;2016;I367S3C17J2V1;25;17;49;32;0,738095238
50;40;1;2017;I367S3C17J2V1;26;24;55;50;0,8
45;40;1;2018;I367S3C17J2V1;34;11;72;48;0,888888889
50;27;1;2019;I367S3C17J2V1;27;23;69;56;0,54
45;42;1;2020;I367S3C17J2V1;18;27;52;59;0,933333333
47;31;1;2016;I367S3C180J1V1;7;40;10;72;0,659574468
70;55;1;2017;I367S3C180J1V1;9;61;14;121;0,785714286
88;67;1;2018;I367S3C180J1V1;13;75;18;158;0,761363636
79;66;1;2019;I367S3C180J1V1;8;71;18;182;0,835443038
71;54;1;2020;I367S3C180J1V1;12;59;25;174;0,76056338
42;29;1;2016;I367S3C181J1V1;10;32;14;57;0,69047619
60;47;1;2017;I367S3C181J1V1;2;58;9;107;0,783333333
89;70;1;2018;I367S3C181J1V1;10;79;16;149;0,786516854
78;59;1;2019;I367S3C181J1V1;6;72;11;184;0,756410256
80;55;1;2020;I367S3C181J1V1;15;65;21;183;0,6875
43;22;1;2016;I367S3C181J2V1;5;38;11;48;0,511627907
44;31;1;2017;I367S3C181J2V1;9;35;19;61;0,704545455
44;33;1;2018;I367S3C181J2V1;7;37;17;77;0,75
44;31;1;2019;I367S3C181J2V1;4;40;13;88;0,704545455
45;33;1;2020;I367S3C181J2V1;6;39;14;94;0,733333333
21;14;1;2020;I367S3C190J1V1;3;18;3;18;0,666666667
18;13;1;2020;I367S3C190J2V1;3;15;3;15;0,722222222
10;6;1;2017;I367S3C192J1V1;5;5;5;5;0,6
30;28;1;2018;I367S3C192J1V1;13;17;15;21;0,933333333
40;32;1;2019;I367S3C192J1V1;20;20;35;38;0,8
37;18;1;2020;I367S3C192J1V1;15;22;42;51;0,486486486
15;15;1;2018;I367S3C192J2V1;9;6;9;6;1
22;13;1;2020;I367S3C210J1V1;13;9;13;9;0,590909091
40;25;1;2020;I367S3C212J1V1;1;39;1;39;0,625
20;17;1;2020;I367S3C212J2V1;;20;;20;0,85
12;8;1;2020;I367S3C213J1V1;12;;12;;0,666666667
19;17;1;2016;I367S3C7J1V1;7;12;16;39;0,894736842
26;23;1;2017;I367S3C7J1V1;8;18;18;44;0,884615385
41;28;1;2018;I367S3C7J1V1;10;31;22;59;0,682926829
45;36;1;2019;I367S3C7J1V1;12;33;25;71;0,8
45;36;1;2020;I367S3C7J1V1;13;32;30;80;0,8
45;32;1;2016;I367S3C7J2V1;18;27;34;60;0,711111111
70;56;1;2017;I367S3C7J2V1;28;42;50;78;0,8
63;55;1;2018;I367S3C7J2V1;22;41;56;95;0,873015873
74;57;1;2019;I367S3C7J2V1;22;52;60;122;0,77027027
46;41;1;2020;I367S3C7J2V1;20;26;51;102;0,891304348
17;11;1;2019;I367S3C8J1V1;10;7;11;7;0,647058824
22;13;1;2016;I367S3C8J2V1;21;1;35;5;0,590909091
32;21;1;2017;I367S3C8J2V1;27;5;44;9;0,65625
20;12;1;2018;I367S3C8J2V1;12;8;35;13;0,6
14;11;1;2019;I367S3C8J2V1;13;1;32;11;0,785714286
25;9;1;2020;I367S3C8J2V1;18;7;34;12;0,36
27;22;1;2016;I367S3C9J1V1;17;10;35;24;0,814814815
37;23;1;2017;I367S3C9J1V1;22;15;45;34;0,621621622
48;44;1;2018;I367S3C9J1V1;39;9;68;33;0,916666667
33;27;1;2019;I367S3C9J1V1;22;11;70;32;0,818181818
34;18;1;2020;I367S3C9J1V1;24;10;72;26;0,529411765
29;20;1;2016;I367S3C9J2V1;22;7;61;15;0,689655172
50;33;1;2017;I367S3C9J2V1;38;12;74;16;0,66
44;31;1;2018;I367S3C9J2V1;34;10;80;22;0,704545455
42;29;1;2019;I367S3C9J2V1;36;6;90;17;0,69047619
43;33;1;2020;I367S3C9J2V1;40;3;85;13;0,76744186
18;13;1;2020;I367S4C11J1V1;6;12;6;12;0,722222222
70;60;1;2020;I367S4C137J1V1;5;65;5;65;0,857142857
51;40;1;2020;I367S4C16J1V1;;51;;51;0,784313725
40;30;1;2020;I367S4C16J2V1;;40;;40;0,75
17;8;1;2020;I367S4C178J1V1;6;11;6;11;0,470588235
32;22;1;2020;I367S4C17J2V1;15;17;15;17;0,6875
39;24;1;2020;I367S4C181J1V1;8;31;8;31;0,615384615
28;28;1;2020;I367S4C181J2V1;9;19;9;19;1
17;13;1;2020;I367S4C190J1V1;4;13;4;13;0,764705882
10;9;1;2020;I367S4C190J2V1;;10;;10;0,9
11;7;1;2020;I367S4C211J1V1;9;2;9;2;0,636363636
41;32;1;2020;I367S4C212J1V1;;41;;41;0,780487805
20;15;1;2020;I367S4C212J2V1;;20;;20;0,75
12;7;1;2020;I367S4C213J1V1;10;2;10;2;0,583333333
11;8;1;2020;I367S4C214J2V1;4;7;4;7;0,727272727
25;14;1;2020;I367S4C7J2V1;6;19;6;19;0,56
;;0;2016;I374S1C10J1V1;10;31;16;99;
;;0;2017;I374S1C10J1V1;3;26;10;80;
;;0;2016;I374S1C10J2V1;11;39;20;100;
;;0;2017;I374S1C10J2V1;3;11;10;56;
;;0;2016;I374S1C11J1V1;14;16;27;35;
;;0;2016;I374S1C11J2V1;20;26;52;63;
;;0;2017;I374S1C11J2V1;17;17;54;65;
;;0;2016;I374S1C12J1V1;9;18;14;42;
;;0;2016;I374S1C12J2V1;9;16;11;32;
;;0;2017;I374S1C12J2V1;6;8;11;23;
;;0;2016;I374S1C1J1V1;0;42;2;131;
;;0;2017;I374S1C1J1V1;0;73;2;184;
;;0;2016;I374S1C1J2V1;3;36;4;105;
;;0;2017;I374S1C1J2V1;1;46;3;119;
;;0;2016;I374S1C23J1V1;10;11;19;31;
;;0;2016;I374S1C23J2V1;13;5;23;11;
;;0;2016;I374S1C25J1V1;15;7;41;20;
;;0;2017;I374S1C25J1V1;15;4;38;11;
;;0;2016;I374S1C25J2V1;16;7;36;15;
;;0;2017;I374S1C25J2V1;14;5;26;10;
;;0;2016;I374S1C27J1V1;13;20;23;48;
;;0;2017;I374S1C27J1V1;15;13;28;33;
;;0;2016;I374S1C27J2V1;14;15;29;29;
;;0;2016;I374S1C29J1V1;10;15;27;40;
;;0;2016;I374S1C29J2V1;25;16;78;50;
;;0;2017;I374S1C29J2V1;14;4;46;28;
;;0;2016;I374S1C31J2V1;23;15;46;54;
;;0;2017;I374S1C31J2V1;13;16;40;54;
;;0;2017;I374S1C33J2V1;8;5;14;11;
;;0;2016;I374S1C35J2V1;25;1;74;7;
;;0;2017;I374S1C35J2V1;17;1;56;2;
;;0;2016;I374S1C37J1V1;18;4;50;7;
;;0;2016;I374S1C37J2V1;26;1;87;2;
;;0;2017;I374S1C37J2V1;16;0;58;0;
;;0;2016;I374S1C51J2V1;7;5;13;18;
;;0;2016;I374S1C6J2V1;9;19;22;44;
;;0;2017;I374S1C6J2V1;8;14;24;37;
;;0;2016;I374S1C7J1V1;29;37;61;62;
;;0;2017;I374S1C7J1V1;43;17;76;67;
;;0;2016;I374S1C7J2V1;39;35;63;61;
;;0;2017;I374S1C7J2V1;33;25;65;59;
;;0;2016;I374S1C8J1V1;1;42;3;97;
;;0;2017;I374S1C8J1V1;2;18;2;61;
;;0;2016;I374S1C8J2V1;1;36;1;85;
;;0;2017;I374S1C8J2V1;0;25;1;75;
;;0;2016;I374S1C9J1V1;11;73;35;244;
;;0;2017;I374S1C9J1V1;15;44;32;173;
;;0;2016;I374S1C9J2V1;43;112;92;315;
;;0;2017;I374S1C9J2V1;31;58;73;228;
;;0;2016;I374S3C2J1V1;42;1;67;2;
;;0;2016;I374S3C2J2V1;67;3;122;3;
;;0;2017;I374S3C2J2V1;48;4;96;5;
;;0;2016;I374S3C4J2V1;26;1;55;2;
;;0;2016;I374S4C40J1V1;23;3;73;13;
;;0;2017;I374S4C40J1V1;26;9;67;17;
;;0;2016;I374S4C40J2V1;36;14;71;20;
;;0;2017;I374S4C40J2V1;30;3;57;9;
;;0;2016;I374S5C11J2V1;11;20;47;43;
;;0;2016;I374S5C1J1V1;2;38;2;119;
;;0;2016;I374S5C1J2V1;0;34;0;76;
;;0;2016;I374S5C29J1V1;7;9;16;27;
;;0;2016;I374S5C29J2V1;21;8;59;44;
;;0;2016;I374S5C31J2V1;12;17;18;39;
;;0;2016;I374S5C7J1V1;17;21;37;40;
;;0;2016;I374S5C7J2V1;18;9;30;15;
;;0;2016;I374S5C9J1V1;8;37;14;111;
;;0;2016;I374S5C9J2V1;13;47;31;137;
9;8;1;2016;I382S1C13J1V1;8;1;23;11;0,888888889
13;6;1;2017;I382S1C13J1V1;8;5;24;10;0,461538462
16;12;1;2018;I382S1C13J1V1;9;7;27;12;0,75
7;7;1;2019;I382S1C13J1V1;6;1;19;10;1
4;4;1;2020;I382S1C13J1V1;2;2;14;10;1
11;4;1;2016;I382S1C17J1V1;6;5;11;19;0,363636364
12;6;1;2017;I382S1C17J1V1;5;7;15;10;0,5
22;13;1;2018;I382S1C17J1V1;14;8;20;12;0,590909091
20;5;1;2019;I382S1C17J1V1;8;12;23;18;0,25
10;6;1;2020;I382S1C17J1V1;6;4;13;11;0,6
14;7;1;2016;I382S1C17J2V1;13;1;25;13;0,5
16;6;1;2017;I382S1C17J2V1;11;5;19;8;0,375
13;10;1;2018;I382S1C17J2V1;4;9;13;18;0,769230769
9;6;1;2019;I382S1C17J2V1;6;3;12;13;0,666666667
4;3;1;2020;I382S1C17J2V1;4;0;9;2;0,75
42;19;1;2016;I382S1C7J1V1;28;14;64;23;0,452380952
27;17;1;2017;I382S1C7J1V1;16;11;51;26;0,62962963
29;18;1;2018;I382S1C7J1V1;17;12;51;26;0,620689655
35;10;1;2019;I382S1C7J1V1;19;16;51;34;0,285714286
26;17;1;2020;I382S1C7J1V1;11;15;38;37;0,653846154
;;0;2016;I38S1C101J1V1;3;3;3;3;
;;0;2016;I38S1C10J1V1;18;35;28;75;
;;0;2017;I38S1C10J1V1;7;19;24;68;
21;14;1;2018;I38S1C10J1V1;5;16;14;62;0,666666667
18;15;1;2019;I38S1C10J1V1;2;16;10;40;0,833333333
17;12;1;2020;I38S1C10J1V1;5;12;11;33;0,705882353
;;0;2016;I38S1C113J1V1;11;50;43;219;
;;0;2017;I38S1C113J1V1;5;49;42;228;
58;52;1;2018;I38S1C113J1V1;13;45;48;219;0,896551724
52;47;1;2019;I38S1C113J1V1;14;38;55;205;0,903846154
80;68;1;2020;I38S1C113J1V1;27;53;69;224;0,85
;;0;2016;I38S1C138J1V1;0;24;0;24;
;;0;2017;I38S1C138J1V1;1;7;2;31;
16;13;1;2018;I38S1C138J1V1;1;15;2;42;0,8125
20;19;1;2019;I38S1C138J1V1;1;19;4;60;0,95
16;16;1;2020;I38S1C138J1V2;2;14;4;47;1
;;0;2016;I38S1C13J1V1;3;7;18;50;
;;0;2017;I38S1C13J1V1;1;6;14;45;
7;5;1;2018;I38S1C13J1V1;0;7;8;35;0,714285714
9;7;1;2019;I38S1C13J1V1;2;7;8;35;0,777777778
8;8;1;2020;I38S1C13J1V2;4;4;8;18;1
14;14;1;2020;I38S1C148J1V2;9;5;25;10;1
;;0;2017;I38S1C149J1V1;5;60;5;60;
66;57;1;2018;I38S1C149J1V1;6;60;11;114;0,863636364
55;50;1;2019;I38S1C149J1V1;4;51;14;166;0,909090909
50;49;1;2020;I38S1C149J1V1;4;46;18;209;0,98
;;0;2016;I38S1C14J1V1;2;4;7;12;
;;0;2017;I38S1C14J1V1;1;3;5;11;
3;3;1;2019;I38S1C14J1V1;0;3;3;10;1
;;0;2017;I38S1C150J1V1;7;44;7;44;
37;27;1;2018;I38S1C150J1V1;5;32;11;69;0,72972973
34;24;1;2019;I38S1C150J1V1;9;25;18;86;0,705882353
43;29;1;2020;I38S1C150J1V1;9;34;27;109;0,674418605
;;0;2016;I38S1C15J1V1;5;3;17;9;
8;7;1;2018;I38S1C15J1V1;7;1;17;9;0,875
11;10;1;2019;I38S1C15J1V1;11;0;23;4;0,909090909
6;5;1;2020;I38S1C15J1V1;6;0;25;1;0,833333333
54;50;1;2020;I38S1C166J1V1;13;41;15;44;0,925925926
;;0;2016;I38S1C16J1V1;2;7;8;23;
;;0;2017;I38S1C16J1V1;1;4;8;20;
7;4;1;2018;I38S1C16J1V1;3;4;9;22;0,571428571
10;7;1;2019;I38S1C16J1V1;1;9;7;22;0,7
11;9;1;2020;I38S1C16J1V1;5;6;12;24;0,818181818
;;0;2016;I38S1C17J1V1;6;11;24;51;
;;0;2017;I38S1C17J1V1;3;0;19;43;
14;13;1;2018;I38S1C17J1V1;6;8;25;38;0,928571429
