Matr’cula Primer A–o;Matr’cula Total Cohorte A–o Anterior;N¡ ProgramasConsiderados;A–o;C—dgo SIES;Matr’cula primer a–o hombres;Matr’cula primer a–o mujeres;Matr’cula total hombres;Matr’cula total mujeres;Retenci—n
128;91;1;2019;I143S26C609J1V1;81;47;81;49;0,7109375
86;53;1;2020;I143S26C609J1V1;54;32;108;73;0,61627907
72;23;1;2019;I143S26C609J2V1;53;19;54;19;0,319444444
34;10;1;2020;I143S26C609J2V1;21;13;41;21;0,294117647
57;38;1;2019;I143S26C614J1V1;24;33;25;33;0,666666667
27;16;1;2020;I143S26C614J1V1;7;20;21;46;0,592592593
22;8;1;2019;I143S26C614J2V1|I143S26C614J2V2;10;12;10;12;0,363636364
4;1;1;2020;I143S26C614J2V1|I143S26C614J2V2;4;0;7;5;0,25
27;14;1;2016;I143S26C616J1V1;27;0;59;0;0,518518519
25;20;1;2017;I143S26C616J1V1;23;2;57;2;0,8
16;12;1;2018;I143S26C616J1V1;16;0;41;2;0,75
16;10;1;2019;I143S26C616J1V1|I143S26C616J1V2;15;1;48;3;0,625
12;9;1;2020;I143S26C616J1V1|I143S26C616J1V2;12;0;43;0;0,75
27;14;1;2016;I143S26C616J2V2;24;3;60;3;0,518518519
47;36;1;2017;I143S26C616J2V2;45;2;81;2;0,765957447
36;24;1;2018;I143S26C616J2V2;36;0;79;2;0,666666667
27;16;1;2019;I143S26C616J2V2|I143S26C616J2V4;27;0;86;1;0,592592593
23;18;1;2020;I143S26C616J2V2|I143S26C616J2V4|I143S26C616J2V1;22;1;59;1;0,782608696
29;24;1;2016;I143S26C617J1V1;9;20;25;67;0,827586207
30;22;1;2017;I143S26C617J1V1;11;19;22;62;0,733333333
51;44;1;2018;I143S26C617J1V1;18;33;32;68;0,862745098
38;18;1;2016;I143S26C618J2V1;10;28;10;34;0,473684211
67;56;1;2016;I143S26C619J1V1;51;16;158;56;0,835820896
24;16;1;2017;I143S26C619J1V1;18;6;95;40;0,666666667
31;20;1;2018;I143S26C619J1V1;25;6;77;26;0,64516129
39;26;1;2019;I143S26C619J1V1|I143S26C619J1V2;32;7;70;15;0,666666667
28;20;1;2020;I143S26C619J1V1|I143S26C619J1V2;23;5;58;12;0,714285714
72;35;1;2016;I143S26C619J2V1;43;29;110;47;0,486111111
25;15;1;2017;I143S26C619J2V1;18;7;67;35;0,6
29;20;1;2018;I143S26C619J2V1;23;6;53;25;0,689655172
36;21;1;2019;I143S26C619J2V1|I143S26C619J2V2|I143S26C619J2V3;31;5;61;18;0,583333333
14;9;1;2020;I143S26C619J2V1|I143S26C619J2V2|I143S26C619J2V3;11;3;50;10;0,642857143
21;13;1;2020;I143S26C621J1V1;18;3;18;3;0,619047619
13;9;1;2020;I143S26C621J2V1;10;3;10;3;0,692307692
17;16;1;2016;I143S26C62J1V1;1;16;2;64;0,941176471
28;26;1;2017;I143S26C62J1V1;1;27;3;71;0,928571429
28;24;1;2019;I143S26C62J1V1;2;26;2;57;0,857142857
20;15;1;2020;I143S26C62J1V1;1;19;2;44;0,75
25;22;1;2016;I143S26C62J2V1;4;21;4;21;0,88
25;21;1;2017;I143S26C62J2V1;2;23;5;42;0,84
22;18;1;2018;I143S26C62J2V1;0;22;4;63;0,818181818
44;38;1;2019;I143S26C62J2V1;5;39;6;77;0,863636364
21;16;1;2020;I143S26C62J2V1;3;18;8;68;0,761904762
20;15;1;2020;I143S26C633J1V1;8;12;28;58;0,75
28;17;1;2016;I143S26C633J2V1;9;19;30;62;0,607142857
25;18;1;2017;I143S26C633J2V1;10;15;19;55;0,72
29;23;1;2018;I143S26C633J2V1;16;13;29;40;0,793103448
14;12;1;2019;I143S26C633J2V1|I143S26C633J2V2;3;11;21;36;0,857142857
8;5;1;2020;I143S26C633J2V1|I143S26C633J2V2;2;6;17;28;0,625
15;10;1;2019;I143S26C645J1V1;11;4;12;4;0,666666667
8;4;1;2020;I143S26C645J1V1;4;4;13;6;0,5
29;21;1;2018;I143S26C645J2V1;18;11;22;11;0,724137931
27;18;1;2019;I143S26C645J2V1;17;10;31;20;0,666666667
27;13;1;2020;I143S26C645J2V1;19;8;41;24;0,481481481
12;8;1;2020;I143S26C650J1V2|I143S26C650J1V1;10;2;10;2;0,666666667
46;25;1;2019;I143S26C650J2V2|I143S26C650J2V3;42;4;44;4;0,543478261
26;20;1;2020;I143S26C650J2V2|I143S26C650J2V3;20;6;44;8;0,769230769
36;36;1;2019;I143S26C651J1V1;15;21;15;21;1
39;25;1;2020;I143S26C651J1V1;23;16;48;35;0,641025641
163;92;1;2019;I143S26C651J2V1;67;96;68;101;0,564417178
51;35;1;2020;I143S26C651J2V1;18;33;56;94;0,68627451
44;20;1;2019;I143S26C651J3V1;18;26;20;29;0,454545455
23;16;1;2020;I143S26C651J3V1;10;13;20;26;0,695652174
32;20;1;2019;I143S26C652J1V1;9;23;9;23;0,625
31;21;1;2020;I143S26C652J1V1;12;19;17;34;0,677419355
32;13;1;2019;I143S26C652J2V1;13;19;13;19;0,40625
16;10;1;2020;I143S26C652J2V1;5;11;9;21;0,625
16;10;1;2020;I143S26C653J2V1;8;8;8;8;0,625
23;16;1;2019;I143S26C654J1V1;21;2;21;2;0,695652174
15;8;1;2020;I143S26C654J1V1;15;0;30;1;0,533333333
57;30;1;2019;I143S26C654J2V1;55;2;56;2;0,526315789
37;19;1;2020;I143S26C654J2V1;35;2;62;3;0,513513514
18;11;1;2020;I143S26C655J1V1;13;5;14;5;0,611111111
12;10;1;2020;I143S26C677J3V1;10;2;10;2;0,833333333
177;129;1;2016;I143S26C69J1V1;49;128;117;332;0,728813559
99;68;1;2017;I143S26C69J1V1;28;71;82;264;0,686868687
78;59;1;2018;I143S26C69J1V1;20;58;64;198;0,756410256
56;50;1;2019;I143S26C69J1V1;20;36;56;151;0,892857143
29;24;1;2020;I143S26C69J1V1;13;16;37;112;0,827586207
140;75;1;2016;I143S26C69J2V1;54;86;114;251;0,535714286
117;74;1;2017;I143S26C69J2V1;37;80;98;222;0,632478632
70;38;1;2018;I143S26C69J2V1;26;44;84;169;0,542857143
47;29;1;2019;I143S26C69J2V1;14;33;64;121;0,617021277
56;41;1;2020;I143S26C69J2V1;25;31;52;86;0,732142857
100;79;1;2016;I143S26C70J1V1;5;95;12;249;0,79
97;75;1;2017;I143S26C70J1V1;6;91;14;248;0,773195876
64;46;1;2018;I143S26C70J1V1;7;57;14;207;0,71875
59;36;1;2019;I143S26C70J1V1;1;58;8;166;0,610169492
33;23;1;2020;I143S26C70J1V1;1;32;4;108;0,696969697
19;11;1;2020;I143S26C70J2V1;2;17;5;41;0,578947368
29;17;1;2016;I143S26C71J2V1;7;22;8;31;0,586206897
;;0;2019;I143S26C71J2V1;2;28;6;53;
14;11;1;2020;I143S26C72J1V1;4;10;4;10;0,785714286
5;4;1;2020;I143S26C72J2V1;1;4;1;4;0,8
26;19;1;2016;I143S26C73J1V1;7;19;34;67;0,730769231
12;10;1;2017;I143S26C73J1V1;7;5;37;40;0,833333333
19;16;1;2018;I143S26C73J1V1;5;14;31;40;0,842105263
17;9;1;2019;I143S26C73J1V1;8;9;31;43;0,529411765
6;4;1;2020;I143S26C73J1V1;2;4;13;30;0,666666667
63;42;1;2016;I143S26C73J2V2;37;26;217;239;0,666666667
60;47;1;2017;I143S26C73J2V2;23;37;183;256;0,783333333
50;36;1;2018;I143S26C73J2V2;22;28;136;217;0,72
49;29;1;2019;I143S26C73J2V2;21;28;133;221;0,591836735
17;10;1;2020;I143S26C73J2V2|I143S26C73J2V1;8;9;109;146;0,588235294
24;14;1;2016;I143S26C73J3V1;12;12;19;21;0,583333333
2;1;1;2017;I143S26C73J3V1;;2;13;16;0,5
16;9;1;2019;I143S26C77J2V1|I143S26C77J2V2;6;10;68;64;0,5625
23;16;1;2016;I143S26C77J2V2;12;11;145;120;0,695652174
16;14;1;2017;I143S26C77J2V2;10;6;96;87;0,875
18;13;1;2018;I143S26C77J2V2;10;8;94;75;0,722222222
70;47;1;2016;I143S26C83J1V1;16;54;31;116;0,671428571
48;33;1;2017;I143S26C83J1V1;8;40;22;105;0,6875
34;22;1;2018;I143S26C83J1V1;10;24;25;83;0,647058824
38;29;1;2019;I143S26C83J1V1;10;28;26;75;0,763157895
30;23;1;2020;I143S26C83J1V1;4;26;18;67;0,766666667
48;34;1;2016;I143S26C83J2V2;8;40;14;99;0,708333333
75;58;1;2017;I143S26C83J2V2;18;57;25;136;0,773333333
47;33;1;2018;I143S26C83J2V2;11;36;22;124;0,70212766
41;29;1;2019;I143S26C83J2V2;7;34;22;106;0,707317073
14;7;1;2020;I143S26C83J2V2|I143S26C83J2V1;2;12;17;50;0,5
92;61;1;2016;I143S26C92J1V1;10;82;34;209;0,663043478
65;51;1;2017;I143S26C92J1V1;10;55;26;176;0,784615385
41;27;1;2018;I143S26C92J1V1;6;35;22;141;0,658536585
48;30;1;2019;I143S26C92J1V1;5;43;18;112;0,625
26;17;1;2020;I143S26C92J1V1;5;21;15;76;0,653846154
37;25;1;2016;I143S26C92J2V1;6;31;13;82;0,675675676
38;22;1;2017;I143S26C92J2V1;5;33;12;83;0,578947368
38;24;1;2018;I143S26C92J2V1;7;31;13;79;0,631578947
38;21;1;2019;I143S26C92J2V1;4;34;12;81;0,552631579
16;8;1;2020;I143S26C92J2V1;4;12;11;61;0,5
23;11;1;2016;I143S26C94J1V1;20;3;43;6;0,47826087
32;19;1;2016;I143S26C94J2V2;27;5;51;9;0,59375
27;16;1;2017;I143S26C94J2V2;24;3;52;6;0,592592593
33;25;1;2018;I143S26C94J2V2;26;7;51;9;0,757575758
25;12;1;2019;I143S26C94J2V2;21;4;50;11;0,48
58;41;1;2016;I143S26C98J1V1;10;48;32;129;0,706896552
42;26;1;2017;I143S26C98J1V1;11;31;31;110;0,619047619
43;35;1;2018;I143S26C98J1V1;13;30;27;88;0,813953488
43;33;1;2019;I143S26C98J1V1;6;37;24;79;0,76744186
32;23;1;2020;I143S26C98J1V1;10;22;28;75;0,71875
20;12;1;2017;I143S26C98J2V1;5;15;5;15;0,6
21;14;1;2018;I143S26C98J2V1;6;15;9;26;0,666666667
38;16;1;2019;I143S26C98J2V1;9;29;16;51;0,421052632
9;5;1;2020;I143S26C98J2V1;4;5;9;33;0,555555556
34;21;1;2016;I143S26C99J1V1;7;27;24;71;0,617647059
26;14;1;2017;I143S26C99J1V1;8;18;22;51;0,538461538
40;34;1;2018;I143S26C99J1V1;9;31;19;63;0,85
31;19;1;2019;I143S26C99J1V1;10;21;23;63;0,612903226
15;13;1;2020;I143S26C99J1V1;4;11;19;51;0,866666667
14;10;1;2019;I143S26C99J2V1;5;9;6;9;0,714285714
12;7;1;2020;I143S26C99J2V1;2;10;7;19;0,583333333
26;20;1;2016;I143S26C9J1V1;15;11;24;29;0,769230769
21;15;1;2017;I143S26C9J1V1;8;13;22;25;0,714285714
14;8;1;2018;I143S26C9J1V1;5;9;20;26;0,571428571
15;12;1;2019;I143S26C9J1V1;6;9;14;23;0,8
5;3;1;2020;I143S26C9J1V1;2;3;11;17;0,6
62;49;1;2016;I143S26C9J2V2;30;32;69;102;0,790322581
62;40;1;2017;I143S26C9J2V2;24;38;67;102;0,64516129
47;33;1;2018;I143S26C9J2V2;25;22;68;84;0,70212766
49;35;1;2019;I143S26C9J2V2;18;31;46;68;0,714285714
23;17;1;2020;I143S26C9J2V2|I143S26C9J2V1;8;15;42;54;0,739130435
26;11;1;2016;I143S26C9J3V1;11;15;17;19;0,423076923
24;18;1;2017;I143S26C9J3V1;13;11;24;21;0,75
18;8;1;2018;I143S26C9J3V1;10;8;21;23;0,444444444
20;14;1;2019;I143S26C9J3V1;8;12;18;30;0,7
6;6;1;2020;I143S26C9J3V1;1;5;8;25;1
15;8;1;2019;I143S27C100J1V1;0;15;0;15;0,533333333
20;20;1;2019;I143S27C100J2V2;1;19;1;21;1
23;18;1;2020;I143S27C100J2V2;0;23;0;44;0,782608696
43;29;1;2017;I143S27C113J2V1;12;31;140;294;0,674418605
;;0;2018;I143S27C113J2V1;1;7;6;26;
17;13;1;2016;I143S27C115J1V1;9;8;13;14;0,764705882
18;13;1;2017;I143S27C115J1V1;3;15;12;22;0,722222222
18;12;1;2018;I143S27C115J1V1;6;12;11;25;0,666666667
45;35;1;2016;I143S27C115J2V2;16;29;36;55;0,777777778
39;26;1;2017;I143S27C115J2V2;15;24;40;60;0,666666667
29;22;1;2018;I143S27C115J2V2;13;16;36;60;0,75862069
43;29;1;2016;I143S27C117J2V2;21;22;30;43;0,674418605
42;37;1;2017;I143S27C117J2V2;15;27;38;58;0,880952381
39;30;1;2018;I143S27C117J2V2;21;18;43;59;0,769230769
17;12;1;2016;I143S27C118J1V1;3;14;5;26;0,705882353
27;18;1;2017;I143S27C118J1V1;9;18;14;37;0,666666667
34;25;1;2018;I143S27C118J1V1;11;23;19;42;0,735294118
94;73;1;2016;I143S27C118J2V2;20;74;46;126;0,776595745
75;59;1;2017;I143S27C118J2V2;15;60;34;149;0,786666667
60;46;1;2018;I143S27C118J2V2;10;50;24;137;0,766666667
16;10;1;2019;I143S27C202J1V1;11;5;11;5;0,625
18;14;1;2020;I143S27C202J1V1;14;4;20;8;0,777777778
53;34;1;2020;I143S27C26J2V2;44;9;66;14;0,641509434
10;9;1;2016;I143S27C27J1V1;2;8;12;19;0,9
34;21;1;2016;I143S27C27J2V2;23;11;41;25;0,617647059
27;19;1;2017;I143S27C27J2V2;12;15;35;32;0,703703704
17;8;1;2018;I143S27C27J2V2;8;9;19;26;0,470588235
21;11;1;2019;I143S27C27J2V2;8;13;16;20;0,523809524
13;7;1;2020;I143S27C27J2V2;6;7;12;19;0,538461538
19;15;1;2016;I143S27C29J1V1;0;19;0;33;0,789473684
46;40;1;2017;I143S27C29J1V1;;46;;76;0,869565217
65;57;1;2018;I143S27C29J1V1;1;64;1;121;0,876923077
50;44;1;2019;I143S27C29J1V1;0;50;1;146;0,88
54;40;1;2020;I143S27C29J1V1;3;51;4;145;0,740740741
62;53;1;2019;I143S27C29J2V2;0;62;0;65;0,85483871
65;48;1;2020;I143S27C29J2V2;0;65;0;120;0,738461538
11;8;1;2020;I143S27C30J1V1;3;8;3;8;0,727272727
20;12;1;2019;I143S27C30J2V2;6;14;6;15;0,6
19;15;1;2020;I143S27C30J2V2;7;12;10;23;0,789473684
83;58;1;2020;I143S27C34J1V1;7;76;7;77;0,698795181
79;41;1;2020;I143S27C34J2V1;17;62;17;62;0,518987342
35;23;1;2016;I143S27C36J1V1;2;33;2;34;0,657142857
43;32;1;2017;I143S27C36J1V1;2;41;3;66;0,744186047
41;36;1;2018;I143S27C36J1V1;1;40;3;94;0,87804878
33;24;1;2019;I143S27C36J1V1;1;32;2;102;0,727272727
31;19;1;2016;I143S27C36J2V1;0;31;0;32;0,612903226
28;20;1;2017;I143S27C36J2V1;;28;;46;0,714285714
29;21;1;2018;I143S27C36J2V1;2;27;2;62;0,724137931
32;24;1;2019;I143S27C36J2V1;2;30;2;61;0,75
39;21;1;2018;I143S27C42J1V1;32;7;33;7;0,538461538
24;16;1;2019;I143S27C42J1V1;15;9;35;11;0,666666667
26;14;1;2020;I143S27C42J1V1;21;5;51;12;0,538461538
19;16;1;2017;I143S27C469J1V1;;19;;21;0,842105263
17;16;1;2018;I143S27C469J1V1;0;17;0;33;0,941176471
27;26;1;2019;I143S27C469J1V1;0;27;0;58;0,962962963
22;16;1;2020;I143S27C469J1V1;1;21;1;64;0,727272727
26;24;1;2020;I143S27C469J2V1;0;26;0;26;0,923076923
13;10;1;2020;I143S27C645J1V1;8;5;8;5;0,769230769
53;35;1;2019;I143S27C645J3V1;39;14;44;16;0,660377358
57;33;1;2020;I143S27C645J3V1;43;14;68;28;0,578947368
75;21;1;2019;I143S27C651J1V1;42;33;43;34;0,28
43;31;1;2020;I143S27C651J1V1;9;34;17;46;0,720930233
119;85;1;2019;I143S27C651J2V1;45;74;48;76;0,714285714
100;67;1;2020;I143S27C651J2V1;44;56;77;114;0,67
19;12;1;2020;I143S27C677J1V1;14;5;14;5;0,631578947
19;6;1;2020;I143S27C677J2V1;16;3;16;3;0,315789474
40;32;1;2016;I143S27C69J1V1;13;27;13;27;0,8
43;34;1;2017;I143S27C69J1V1;12;31;20;54;0,790697674
33;24;1;2018;I143S27C69J1V1;7;26;24;75;0,727272727
34;31;1;2019;I143S27C69J1V1;11;23;22;71;0,911764706
30;21;1;2016;I143S27C69J2V1;15;15;15;17;0,7
29;17;1;2017;I143S27C69J2V1;9;20;22;37;0,586206897
31;17;1;2018;I143S27C69J2V1;8;23;27;49;0,548387097
32;25;1;2019;I143S27C69J2V1;9;23;22;47;0,78125
40;31;1;2016;I143S27C70J1V1;1;39;1;39;0,775
30;24;1;2017;I143S27C70J1V1;1;29;2;59;0,8
28;21;1;2018;I143S27C70J1V1;1;27;3;74;0,75
28;16;1;2019;I143S27C70J1V1;1;27;3;64;0,571428571
33;19;1;2016;I143S27C70J2V1;6;27;6;27;0,575757576
29;22;1;2017;I143S27C70J2V1;3;26;4;39;0,75862069
34;22;1;2018;I143S27C70J2V1;3;31;5;62;0,647058824
30;12;1;2019;I143S27C70J2V1;3;27;6;66;0,4
5;4;1;2019;I143S27C77J2V1;3;2;8;19;0,8
32;23;1;2016;I143S27C83J1V1;8;24;17;55;0,71875
22;13;1;2017;I143S27C83J1V1;2;20;11;67;0,590909091
30;21;1;2018;I143S27C83J1V1;4;26;11;51;0,7
33;31;1;2019;I143S27C83J1V1;6;27;10;53;0,939393939
35;24;1;2020;I143S27C83J1V1;6;29;13;68;0,685714286
58;45;1;2016;I143S27C83J2V2;7;51;14;82;0,775862069
39;30;1;2017;I143S27C83J2V2;5;34;14;104;0,769230769
61;46;1;2018;I143S27C83J2V2;14;47;20;118;0,754098361
38;23;1;2019;I143S27C83J2V2;5;33;21;100;0,605263158
29;23;1;2020;I143S27C83J2V2;5;24;16;70;0,793103448
23;20;1;2017;I143S27C92J1V1;1;22;1;22;0,869565217
28;23;1;2018;I143S27C92J1V1;5;23;5;42;0,821428571
18;14;1;2019;I143S27C92J1V1;5;13;10;46;0,777777778
16;8;1;2020;I143S27C92J1V1;4;12;11;40;0,5
12;9;1;2019;I143S27C92J2V1;2;10;2;10;0,75
15;7;1;2020;I143S27C92J2V1;6;9;7;17;0,466666667
13;6;1;2020;I143S27C9J1V1;5;8;5;8;0,461538462
49;38;1;2016;I143S27C9J2V2;17;32;34;51;0,775510204
39;32;1;2017;I143S27C9J2V2;14;25;37;63;0,820512821
44;30;1;2018;I143S27C9J2V2;16;28;37;75;0,681818182
37;30;1;2019;I143S27C9J2V2;13;24;39;69;0,810810811
36;19;1;2020;I143S27C9J2V2;14;22;32;59;0,527777778
54;31;1;2020;I143S28C27J4V1;31;23;31;23;0,574074074
139;110;1;2020;I143S28C28J4V1;14;125;16;139;0,791366906
178;110;1;2018;I143S28C29J4V1;0;178;0;179;0,617977528
159;85;1;2019;I143S28C29J4V1;1;158;1;337;0,534591195
97;69;1;2020;I143S28C29J4V1;1;96;3;347;0,711340206
74;26;1;2019;I143S28C469J4V1;5;69;5;73;0,351351351
46;31;1;2020;I143S28C469J4V1;3;43;6;97;0,673913043
136;55;1;2019;I143S28C645J4V1;92;44;100;46;0,404411765
164;105;1;2020;I143S28C645J4V1;115;49;182;83;0,640243902
372;202;1;2019;I143S28C651J4V1;144;228;151;239;0,543010753
248;150;1;2020;I143S28C651J4V1;111;137;240;367;0,60483871
137;81;1;2019;I143S28C653J4V1;52;85;52;88;0,591240876
69;46;1;2020;I143S28C653J4V1;27;42;74;120;0,666666667
204;65;1;2019;I143S28C654J4V1;186;18;191;18;0,318627451
186;89;1;2020;I143S28C654J4V1;173;13;302;22;0,478494624
88;40;1;2019;I143S28C655J4V1;48;40;50;45;0,454545455
64;44;1;2020;I143S28C655J4V1;33;31;72;62;0,6875
105;49;1;2019;I143S28C660J4V1;35;70;37;75;0,466666667
107;70;1;2020;I143S28C660J4V1;41;66;73;118;0,654205607
109;58;1;2020;I143S28C677J4V1;97;12;103;12;0,532110092
48;34;1;2020;I143S28C73J4V1;17;31;18;31;0,708333333
36;20;1;2020;I143S28C77J4V1;22;14;22;15;0,555555556
93;27;1;2019;I143S28C94J4V1;80;13;88;14;0,290322581
2;1;1;2020;I143S28C94J4V1;2;0;75;10;0,5
68;49;1;2020;I143S28C95J4V1;31;37;31;37;0,720588235
35;30;1;2017;I143S29C100J1V1;2;33;2;34;0,857142857
15;15;1;2018;I143S29C100J1V1;2;13;3;40;1
20;14;1;2019;I143S29C100J1V1;1;19;3;50;0,7
24;19;1;2020;I143S29C100J1V1;1;23;3;63;0,791666667
37;31;1;2017;I143S29C100J2V2;1;36;1;37;0,837837838
17;15;1;2018;I143S29C100J2V2;1;16;2;54;0,882352941
25;20;1;2019;I143S29C100J2V2;1;24;2;74;0,8
24;17;1;2020;I143S29C100J2V2|I143S29C100J2V1;2;22;3;85;0,708333333
14;10;1;2018;I143S29C115J1V1;5;9;9;15;0,714285714
43;26;1;2017;I143S29C115J2V2;18;25;18;25;0,604651163
38;32;1;2018;I143S29C115J2V2;17;21;26;43;0,842105263
19;17;1;2017;I143S29C118J1V1;6;13;6;13;0,894736842
19;14;1;2018;I143S29C118J1V1;4;15;9;24;0,736842105
36;28;1;2017;I143S29C118J2V2;8;28;8;28;0,777777778
;;0;2018;I143S29C118J2V2;13;34;24;60;
16;15;1;2017;I143S29C17J1V1;15;1;15;1;0,9375
15;13;1;2018;I143S29C17J1V1;14;1;29;3;0,866666667
18;14;1;2017;I143S29C17J2V1;15;3;15;3;0,777777778
31;23;1;2018;I143S29C17J2V1;26;5;36;8;0,741935484
20;13;1;2020;I143S29C17J2V1|I143S29C677J2V1|I143S29C17J2V2;16;4;45;9;0,65
21;6;1;2019;I143S29C202J1V1;14;7;14;7;0,285714286
12;7;1;2020;I143S29C202J1V1;12;0;17;1;0,583333333
6;4;1;2020;I143S29C202J2V1;4;2;4;2;0,666666667
32;22;1;2017;I143S29C26J2V1;27;5;28;5;0,6875
44;26;1;2018;I143S29C26J2V1;37;7;56;11;0,590909091
42;22;1;2019;I143S29C26J2V1;32;10;67;16;0,523809524
25;12;1;2020;I143S29C26J2V1|I143S29C26J2V2;19;6;55;12;0,48
19;17;1;2020;I143S29C28J1V1;2;17;2;17;0,894736842
2;2;1;2020;I143S29C28J2V1;0;2;6;22;1
59;51;1;2017;I143S29C29J1V1;;59;;60;0,86440678
66;56;1;2018;I143S29C29J1V1;0;66;0;120;0,848484848
58;48;1;2019;I143S29C29J1V1;1;57;1;164;0,827586207
68;57;1;2020;I143S29C29J1V1;1;67;2;163;0,838235294
37;30;1;2017;I143S29C29J2V2;1;36;1;36;0,810810811
49;37;1;2018;I143S29C29J2V2;0;49;0;84;0,755102041
63;52;1;2019;I143S29C29J2V2;1;62;1;136;0,825396825
52;43;1;2020;I143S29C29J2V2|I143S29C29J2V1;2;50;3;140;0,826923077
24;22;1;2020;I143S29C30J1V1;7;17;7;17;0,916666667
97;69;1;2019;I143S29C34J1V1|I143S29C34J1V2;11;86;11;86;0,711340206
89;75;1;2020;I143S29C34J1V1|I143S29C34J1V2;8;81;14;152;0,842696629
58;36;1;2019;I143S29C34J2V1|I143S29C34J2V2;7;51;7;51;0,620689655
48;33;1;2020;I143S29C34J2V1|I143S29C34J2V2;7;41;13;71;0,6875
40;35;1;2017;I143S29C36J1V1;2;38;2;38;0,875
54;40;1;2018;I143S29C36J1V1;1;53;2;86;0,740740741
22;20;1;2018;I143S29C469J1V1;0;22;0;22;0,909090909
30;23;1;2019;I143S29C469J1V1;1;29;1;51;0,766666667
23;21;1;2020;I143S29C469J1V1;1;22;2;62;0,913043478
20;16;1;2019;I143S29C469J2V2;0;20;0;20;0,8
15;11;1;2020;I143S29C469J2V2;0;15;0;31;0,733333333
83;75;1;2018;I143S29C59J1V1;1;82;1;83;0,903614458
82;58;1;2019;I143S29C59J1V1;1;81;2;153;0,707317073
40;30;1;2020;I143S29C59J1V1;2;38;4;146;0,75
22;16;1;2018;I143S29C59J2V1;0;22;0;22;0,727272727
24;12;1;2019;I143S29C59J2V1;0;24;0;45;0,5
8;3;1;2020;I143S29C59J2V1;0;8;0;31;0,375
13;9;1;2017;I143S29C616J1V1;13;;13;;0,692307692
12;7;1;2018;I143S29C616J1V1;8;4;16;4;0,583333333
20;17;1;2017;I143S29C616J2V2;17;3;17;3;0,85
30;14;1;2018;I143S29C616J2V2;23;7;38;10;0,466666667
35;19;1;2019;I143S29C616J2V2|I143S29C616J2V3;28;7;51;10;0,542857143
17;12;1;2020;I143S29C616J2V2|I143S29C616J2V3|I143S29C616J2V1;17;0;47;5;0,705882353
8;8;1;2019;I143S29C645J1V1;5;3;5;3;1
15;12;1;2020;I143S29C645J1V1;11;4;17;6;0,8
35;30;1;2019;I143S29C645J3V1;22;13;24;14;0,857142857
34;20;1;2020;I143S29C645J3V1;24;10;46;20;0,588235294
38;28;1;2019;I143S29C651J1V1;14;24;14;24;0,736842105
40;27;1;2020;I143S29C651J1V1;18;22;29;41;0,675
86;64;1;2019;I143S29C651J2V2;28;58;28;61;0,744186047
61;44;1;2020;I143S29C651J2V2;17;44;39;87;0,721311475
18;14;1;2020;I143S29C651J3V1;6;12;6;12;0,777777778
12;8;1;2020;I143S29C653J1V1;3;9;3;9;0,666666667
17;13;1;2020;I143S29C677J1V1|I143S29C17J1V1;17;0;50;10;0,764705882
38;26;1;2017;I143S29C69J1V1;9;29;9;29;0,684210526
44;32;1;2018;I143S29C69J1V1;10;34;19;58;0,727272727
29;20;1;2017;I143S29C69J2V1;4;25;4;25;0,689655172
32;24;1;2018;I143S29C69J2V1;11;21;15;38;0,75
38;27;1;2017;I143S29C70J1V1;3;35;3;35;0,710526316
44;39;1;2018;I143S29C70J1V1;3;41;4;66;0,886363636
27;14;1;2017;I143S29C70J2V1;2;25;2;25;0,518518519
;;0;2018;I143S29C70J2V1;2;28;3;43;
12;11;1;2018;I143S29C72J1V1;3;9;3;9;0,916666667
11;6;1;2019;I143S29C72J1V1;0;11;2;20;0,545454545
17;12;1;2020;I143S29C72J1V1;5;12;7;25;0,705882353
28;24;1;2017;I143S29C83J1V1;3;25;3;25;0,857142857
37;29;1;2018;I143S29C83J1V1;10;27;13;50;0,783783784
41;29;1;2019;I143S29C83J1V1;7;34;20;78;0,707317073
19;10;1;2020;I143S29C83J1V1;4;15;16;57;0,526315789
62;28;1;2018;I143S29C83J2V2;15;47;35;148;0,451612903
35;26;1;2019;I143S29C83J2V2;9;26;13;71;0,742857143
35;23;1;2020;I143S29C83J2V2|I143S29C83J2V1;4;31;8;69;0,657142857
21;15;1;2017;I143S29C9J1V1;11;10;11;10;0,714285714
11;10;1;2018;I143S29C9J1V1;3;8;10;15;0,909090909
13;10;1;2019;I143S29C9J1V1;3;10;11;23;0,769230769
25;18;1;2017;I143S29C9J2V1;8;17;9;17;0,72
24;18;1;2018;I143S29C9J2V1;5;19;10;34;0,75
30;18;1;2019;I143S29C9J2V1;4;26;11;55;0,6
20;14;1;2020;I143S29C9J2V1|I143S29C9J2V2;9;11;14;36;0,7
89;66;1;2016;I143S2C100J1V1;15;74;19;183;0,741573034
63;52;1;2017;I143S2C100J1V1;9;54;22;194;0,825396825
42;34;1;2018;I143S2C100J1V1;4;38;19;189;0,80952381
39;27;1;2019;I143S2C100J1V1;4;35;17;190;0,692307692
53;46;1;2020;I143S2C100J1V1;7;46;20;188;0,867924528
44;31;1;2018;I143S2C100J2V1;2;42;2;43;0,704545455
56;36;1;2019;I143S2C100J2V1;3;53;5;85;0,642857143
52;41;1;2020;I143S2C100J2V1;5;47;8;113;0,788461538
31;25;1;2016;I143S2C111J2V2;13;18;55;89;0,806451613
